title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	treatment_protocol_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_institute	contact_address	contact_city	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	sample day:ch1	subject id:ch1	tissue:ch1	series_id
WB, Day 0, PID 5	GSM2737989	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 5 at Day 0	Homo sapiens	tissue: Whole Blood (WB)	subject id: 5	sample day: D0	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, Day of 1st vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737989/suppl/GSM2737989__52001900930891123014418971280054.CEL.gz	54675	D0	5	Whole Blood (WB)	GSE102459
WB, Day 30, PID 18	GSM2737990	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 18 at Day 30	Homo sapiens	tissue: Whole Blood (WB)	subject id: 18	sample day: D30	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, Day of 2nd vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737990/suppl/GSM2737990__52001900930893123014418971280138.CEL.gz	54675	D30	18	Whole Blood (WB)	GSE102459
WB, Day 37, PID 11	GSM2737991	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 11 at Day 37	Homo sapiens	tissue: Whole Blood (WB)	subject id: 11	sample day: D37	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 7 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737991/suppl/GSM2737991__52001900930893123014418971280149.CEL.gz	54675	D37	11	Whole Blood (WB)	GSE102459
WB, Day 44, PID 8	GSM2737992	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 8 at Day 44	Homo sapiens	tissue: Whole Blood (WB)	subject id: 8	sample day: D44	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 14 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737992/suppl/GSM2737992__52001900930898123014419067180461.CEL.gz	54675	D44	8	Whole Blood (WB)	GSE102459
WB, Day 44, PID 15	GSM2737993	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 15 at Day 44	Homo sapiens	tissue: Whole Blood (WB)	subject id: 15	sample day: D44	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 14 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737993/suppl/GSM2737993__52001900930901123014419067180642.CEL.gz	54675	D44	15	Whole Blood (WB)	GSE102459
WB, Day 37, PID 7	GSM2737994	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 7 at Day 37	Homo sapiens	tissue: Whole Blood (WB)	subject id: 7	sample day: D37	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 7 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737994/suppl/GSM2737994__52001900959545121616425017987943.CEL.gz	54675	D37	7	Whole Blood (WB)	GSE102459
WB, Day 0, PID 7	GSM2737995	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 7 at Day 0	Homo sapiens	tissue: Whole Blood (WB)	subject id: 7	sample day: D0	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, Day of 1st vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737995/suppl/GSM2737995__52001900959546121616425017988024.CEL.gz	54675	D0	7	Whole Blood (WB)	GSE102459
WB, Day 44, PID 1	GSM2737996	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 1 at Day 44	Homo sapiens	tissue: Whole Blood (WB)	subject id: 1	sample day: D44	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 14 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737996/suppl/GSM2737996__52001900959545121616425017987947.CEL.gz	54675	D44	1	Whole Blood (WB)	GSE102459
WB, Day 30, PID 8	GSM2737997	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 8 at Day 30	Homo sapiens	tissue: Whole Blood (WB)	subject id: 8	sample day: D30	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, Day of 2nd vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737997/suppl/GSM2737997__52001900959547121616425017988078.CEL.gz	54675	D30	8	Whole Blood (WB)	GSE102459
WB, Day 0, PID 14	GSM2737998	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 14 at Day 0	Homo sapiens	tissue: Whole Blood (WB)	subject id: 14	sample day: D0	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, Day of 1st vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737998/suppl/GSM2737998__52001900959547121616425017988071.CEL.gz	54675	D0	14	Whole Blood (WB)	GSE102459
WB, Day 47, PID 4	GSM2737999	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	WB samples from subject 4 at Day 47	Homo sapiens	tissue: Whole Blood (WB)	subject id: 4	sample day: D47	PAXgene preserved whole blood samples were centrifuged, resuspended in lysis buffer and treated with proteinase K.	total RNA	Total RNA was isolated by PAXgene Blood RNA kit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the PAXgene RNA spin column to avoid genomic DNA contamination. RNA was quantified by UV-spectrophotometry.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation WB amplification protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	WB sample, 17 days after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2737nnn/GSM2737999/suppl/GSM2737999__52001900959545121616425017987960.CEL.gz	54675	D47	4	Whole Blood (WB)	GSE102459
PBMC, Day 0, PID 5	GSM2738000	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 5 at Day 0	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 5	sample day: D0	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, Day of 1st vaccination, before vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738000/suppl/GSM2738000_TB019_5_A_D0_02052013_HG-U133_Plus_2_.CEL.gz	54675	D0	5	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
PBMC, Day 31, PID 5	GSM2738001	Public on Mar 19 2018	Aug 09 2017	Mar 19 2018	RNA	1	PBMC samples from subject 5 at Day 31	Homo sapiens	tissue: Peripheral Blood Mononuclear Cells (PBMC)	subject id: 5	sample day: D31	PBMC were thawed in RPMI medium, centrifuged and resuspended in RLT buffer (106 cells/350µl of lysis buffer - Qiagen).	total RNA	Total RNA was isolated by RNeasy™ Minikit (Qiagen) according to the manufacturer’s protocol. A DNAse treatment was applied on the RNeasy column to avoid genomic DNA contamination. RNA was quantified by Nanodrop DO.	biotin	Biotinylated cDNA were prepared according to NuGen Ovation RNA amplification system V2 (+ Ovation WB reagent) protocol from 50ng total RNA	9606	After fragmentation, 3.75 ug of cDNA were hybridized for 16 hr at 45C on GeneChip_ Human Genome U133 Plus 2.0 arrays following standard procedures.	Data acquisition was performed using GeneChip Operating Software (Affymetrix).	PBMC sample, 1 day after 2nd vaccination	The data were analyzed with R/Bioconductor using GCRMA as summarization/normalization method	GPL570	Laurane,,De Mot	laurane.demot@gmail.com	GSK Vaccines	Rue de l'Institut 89	Rixensart	1330	Belgium	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2738nnn/GSM2738001/suppl/GSM2738001_TB019_5_A_D31_02052013_HG-U133_Plus_2_.CEL.gz	54675	D31	5	Peripheral Blood Mononuclear Cells (PBMC)	GSE102459
