Description	dn_aggregated_RNAseq_0.8	dn_aggregated_RNAseq_DE	dn_aggregated_RNAseq	GSE100897_MTB_control_24h_THP-1	GSE100897_MTB_control_6h_THP-1	GSE110564_MTB_control_blood_lymphatic_endothelial_cell	GSE112482_MTB_control_lung_ILC1	GSE112482_MTB_control_lung_ILC2	GSE112482_MTB_control_lung_ILC3neg	GSE112482_MTB_control_lung_ILC3pos	GSE112482_MTB_control_lung_NK	GSE112482_MTB_control_lung_susp	GSE132283_MTB_control_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_control_blood_monocytes	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_48h_blood_THP-1	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_BALF_alveolar_macrophage	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_control_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood
positive regulation of response to endoplasmic reticulum stress	0.02577319587628866	NA	0.041237113402061855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003852673755586377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of response to wounding	NA	0.010149253731343283	0.030927835051546393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of RIG-I signaling pathway	NA	0.0023880597014925373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of signal transduction by p53 class mediator	0.015463917525773196	0.004776119402985075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of signaling receptor activity	0.020618556701030927	0.006567164179104477	0.030927835051546393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of sister chromatid cohesion	NA	NA	NA	0.0013499325033748313	0.0013499325033748313	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0013704888076747374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of small molecule metabolic process	0.03608247422680412	NA	0.061855670103092786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of smooth muscle cell migration	NA	0.007164179104477612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of smooth muscle cell proliferation	0.041237113402061855	0.01671641791044776	0.05154639175257732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of smooth muscle contraction	NA	0.004776119402985075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of spindle checkpoint	NA	NA	NA	0.001799910004499775	0.001799910004499775	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001827318410232983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of steroid hormone secretion	NA	0.0029850746268656717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of stress-activated MAPK cascade	0.030927835051546393	0.01671641791044776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of stress-activated protein kinase signaling cascade	0.03608247422680412	0.017313432835820895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of supramolecular fiber organization	NA	0.017313432835820895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of synaptic plasticity	0.010309278350515464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of synaptic transmission	0.04639175257731959	NA	0.061855670103092786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of synaptic transmission, glutamatergic	0.015463917525773196	NA	0.030927835051546393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of syncytium formation by plasma membrane fusion	NA	0.00417910447761194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of T cell apoptotic process	NA	0.003582089552238806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of T cell cytokine production	NA	0.008955223880597015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of T cell differentiation	NA	0.02208955223880597	NA	NA	NA	NA	0.011570247933884297	0.011570247933884297	0.011570247933884297	0.011570247933884297	0.011570247933884297	0.011570247933884297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of T cell differentiation in thymus	NA	0.0029850746268656717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of T cell mediated cytotoxicity	NA	0.007761194029850746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of T cell mediated immunity	NA	0.015522388059701492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of T cell migration	NA	0.005373134328358209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of T cell proliferation	NA	0.021492537313432834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of T cell receptor signaling pathway	NA	NA	NA	NA	NA	NA	0.003305785123966942	0.003305785123966942	0.003305785123966942	0.003305785123966942	0.003305785123966942	0.003305785123966942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of T cell tolerance induction	NA	0.0023880597014925373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of T-helper 1 cell cytokine production	NA	0.00417910447761194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of T-helper 1 cell differentiation	NA	0.0023880597014925373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of T-helper 1 type immune response	NA	0.005970149253731343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of T-helper 17 cell differentiation	NA	0.0029850746268656717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of T-helper 17 type immune response	NA	0.004776119402985075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of T-helper 2 cell differentiation	NA	0.0029850746268656717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of T-helper cell differentiation	NA	0.00835820895522388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of telomerase RNA localization to Cajal body	NA	NA	NA	0.0013499325033748313	0.0013499325033748313	NA	0.0019834710743801653	0.0019834710743801653	0.0019834710743801653	0.0019834710743801653	0.0019834710743801653	0.0019834710743801653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of telomere maintenance	NA	NA	NA	0.006899655017249137	0.006899655017249137	NA	0.008925619834710744	0.008925619834710744	0.008925619834710744	0.008925619834710744	0.008925619834710744	0.008925619834710744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of telomere maintenance via telomerase	NA	NA	NA	NA	NA	NA	0.003966942148760331	0.003966942148760331	0.003966942148760331	0.003966942148760331	0.003966942148760331	0.003966942148760331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of telomere maintenance via telomere lengthening	NA	NA	NA	NA	NA	NA	0.004297520661157025	0.004297520661157025	0.004297520661157025	0.004297520661157025	0.004297520661157025	0.004297520661157025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of tolerance induction	NA	0.003582089552238806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of toll-like receptor 4 signaling pathway	NA	0.003582089552238806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of TOR signaling	NA	NA	NA	NA	NA	NA	0.007933884297520661	0.007933884297520661	0.007933884297520661	0.007933884297520661	0.007933884297520661	0.007933884297520661	NA	NA	NA	NA	NA	NA	0.007088919710278934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of TORC1 signaling	NA	NA	NA	NA	NA	NA	0.006611570247933884	0.006611570247933884	0.006611570247933884	0.006611570247933884	0.006611570247933884	0.006611570247933884	NA	NA	NA	NA	NA	NA	0.005701957158267838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of transcription by RNA polymerase III	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002494543186778921
positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	NA	0.0029850746268656717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of transcription from RNA polymerase II promoter in response to hypoxia	0.010309278350515464	0.001791044776119403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of transcription from RNA polymerase II promoter in response to stress	0.015463917525773196	0.005373134328358209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	0.015463917525773196	0.004776119402985075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of transforming growth factor beta receptor signaling pathway	NA	NA	NA	NA	NA	NA	0.0049586776859504135	0.0049586776859504135	0.0049586776859504135	0.0049586776859504135	0.0049586776859504135	0.0049586776859504135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of translation	NA	NA	NA	0.011249437528123594	0.011249437528123594	NA	0.014214876033057851	0.014214876033057851	0.014214876033057851	0.014214876033057851	0.014214876033057851	0.014214876033057851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of transporter activity	0.030927835051546393	0.011343283582089553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of tumor necrosis factor production	0.03608247422680412	0.023880597014925373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of tumor necrosis factor superfamily cytokine production	0.03608247422680412	0.02447761194029851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of tumor necrosis factor-mediated signaling pathway	NA	0.0029850746268656717	NA	NA	NA	NA	0.002644628099173554	0.002644628099173554	0.002644628099173554	0.002644628099173554	0.002644628099173554	0.002644628099173554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of type 2 immune response	NA	0.005373134328358209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of type I interferon production	0.02577319587628866	0.015522388059701492	NA	NA	NA	NA	0.008264462809917356	0.008264462809917356	0.008264462809917356	0.008264462809917356	0.008264462809917356	0.008264462809917356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of type I interferon-mediated signaling pathway	NA	0.004776119402985075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of type II interferon production	NA	0.017313432835820895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of tyrosine phosphorylation of STAT protein	NA	0.014328358208955224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of ubiquitin-dependent protein catabolic process	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00940052396363076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of unsaturated fatty acid biosynthetic process	0.010309278350515464	NA	0.020618556701030927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of vascular associated smooth muscle cell proliferation	NA	0.007164179104477612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of vascular endothelial growth factor production	0.015463917525773196	0.005970149253731343	0.041237113402061855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of vascular endothelial growth factor receptor signaling pathway	0.015463917525773196	NA	0.030927835051546393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of vascular endothelial growth factor signaling pathway	NA	0.0023880597014925373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of vascular permeability	NA	0.003582089552238806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of vasculature development	0.061855670103092786	0.02746268656716418	0.09278350515463918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of viral entry into host cell	NA	NA	NA	NA	NA	NA	0.002644628099173554	0.002644628099173554	0.002644628099173554	0.002644628099173554	0.002644628099173554	0.002644628099173554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of viral genome replication	NA	NA	NA	NA	NA	NA	0.004628099173553719	0.004628099173553719	0.004628099173553719	0.004628099173553719	0.004628099173553719	0.004628099173553719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of viral life cycle	NA	NA	NA	NA	NA	NA	0.004628099173553719	0.004628099173553719	0.004628099173553719	0.004628099173553719	0.004628099173553719	0.004628099173553719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of viral process	NA	NA	NA	NA	NA	NA	0.01090909090909091	0.01090909090909091	0.01090909090909091	0.01090909090909091	0.01090909090909091	0.01090909090909091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of wound healing	0.020618556701030927	0.008955223880597015	0.030927835051546393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive regulation of xenophagy	NA	0.0023880597014925373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
positive T cell selection	NA	0.007164179104477612	0.030927835051546393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005144995322731525
post-Golgi vesicle-mediated transport	NA	NA	NA	NA	NA	NA	0.01256198347107438	0.01256198347107438	0.01256198347107438	0.01256198347107438	0.01256198347107438	0.01256198347107438	NA	NA	NA	NA	NA	NA	0.0106333795654184	NA	NA	0.010304219823356232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
post-transcriptional gene silencing	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008263174306205176
postreplication repair	NA	NA	NA	0.00359982000899955	0.00359982000899955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003972194637537239	NA	NA	NA	0.003925417075564278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
potassium ion transmembrane transport	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.017412935323383085	NA	NA	NA
preganglionic parasympathetic fiber development	NA	0.003582089552238806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
presynaptic endocytosis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007088919710278934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
production of molecular mediator involved in inflammatory response	0.04639175257731959	0.013134328358208954	0.05154639175257732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
progesterone metabolic process	NA	0.003582089552238806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
programmed cell death involved in cell development	NA	NA	0.020618556701030927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
programmed necrotic cell death	0.030927835051546393	0.008955223880597015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
prostaglandin biosynthetic process	0.020618556701030927	NA	0.030927835051546393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
prostaglandin metabolic process	0.020618556701030927	NA	0.030927835051546393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
prostaglandin secretion	0.020618556701030927	0.00417910447761194	0.030927835051546393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
prostaglandin transport	0.020618556701030927	0.005373134328358209	0.030927835051546393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
prostanoid biosynthetic process	0.020618556701030927	NA	0.030927835051546393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
prostanoid metabolic process	0.020618556701030927	NA	0.030927835051546393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
protection from natural killer cell mediated cytotoxicity	NA	0.0023880597014925373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
protein alkylation	NA	NA	NA	0.0047997600119994	0.0047997600119994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004925415142133408	NA	NA
protein alpha-1,2-demannosylation	NA	NA	NA	NA	NA	NA	0.0029752066115702478	0.0029752066115702478	0.0029752066115702478	0.0029752066115702478	0.0029752066115702478	0.0029752066115702478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
protein autophosphorylation	NA	0.0191044776119403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
protein autoubiquitination	NA	NA	NA	NA	NA	NA	0.008264462809917356	0.008264462809917356	0.008264462809917356	0.008264462809917356	0.008264462809917356	0.008264462809917356	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007033038927052666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
protein catabolic process in the vacuole	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0029280320542456463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
protein deglycosylation	NA	NA	NA	NA	NA	NA	0.003305785123966942	0.003305785123966942	0.003305785123966942	0.003305785123966942	0.003305785123966942	0.003305785123966942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
protein demannosylation	NA	NA	NA	NA	NA	NA	0.0029752066115702478	0.0029752066115702478	0.0029752066115702478	0.0029752066115702478	0.0029752066115702478	0.0029752066115702478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
protein deneddylation	NA	NA	NA	NA	NA	NA	0.0023140495867768596	0.0023140495867768596	0.0023140495867768596	0.0023140495867768596	0.0023140495867768596	0.0023140495867768596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
protein depalmitoylation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0013869625520110957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
protein dephosphorylation	NA	NA	0.041237113402061855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
protein depolymerization	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010140660778541054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
